name,company,image,for_gender,rating,number_votes,main accords ,sillage,top notes,middle notes,base notes,longevity,,gender_vote,price value,,,,,,,,seasons,main accords old
Hermessence Vetiver Tonka,Hermès,https://fimgs.net/mdimg/perfume/375x500.2672.jpg,for women and men,4.36,1559,"woody , sweet , aromatic , nutty , earthy , vanilla , tobacco , amber , caramel , warm spicy ",moderate,[],"['vetyver', 'Tonka Bean', 'Hazelnut', 'Tobacco', 'Praline', 'Caramel', 'Sandalwood', 'Lily-of-the-Valley']",[],"{'very weak': 26, 'weak': 48, 'moderate': 166, 'long lasting': 97, 'eternal': 46}",,"{'female': 1, 'more female': 3, 'unisex': 31, 'more male': 10, 'male': 1}","{'way overpriced': 6, 'overpriced': 15, 'ok': 6, 'good value': 2, 'great value': 0}",,,,,,,,fall,"{'woody': 100.0, 'sweet': 94.0479, 'aromatic': 81.6203, 'nutty': 65.538, 'earthy': 62.2808, 'vanilla': 59.1788, 'tobacco': 58.2094, 'amber': 52.8002, 'caramel': 49.3879, 'warm spicy': 44.1532}"
Original Musk,Kiehl's,https://fimgs.net/mdimg/perfume/375x500.6188.jpg,for women and men,4.09,1357,"musky , white floral , sweet , citrus , powdery , yellow floral , woody , animalic , patchouli , rose ",moderate,"['Orange Blossom', 'Bergamot']","['Ylang-Ylang', 'Lily', 'Neroli', 'Rose']","['Musk', 'Tonka Bean', 'Patchouli']","{'very weak': 23, 'weak': 49, 'moderate': 118, 'long lasting': 132, 'eternal': 78}",,"{'female': 3, 'more female': 4, 'unisex': 45, 'more male': 7, 'male': 4}","{'way overpriced': 1, 'overpriced': 2, 'ok': 13, 'good value': 24, 'great value': 17}",,,,,,,,fall,"{'musky': 100.0, 'white floral': 88.4051, 'sweet': 68.893, 'citrus': 68.6778, 'powdery': 66.3851, 'yellow floral': 58.4492, 'woody': 55.1841, 'animalic': 50.0829, 'patchouli': 49.9332, 'rose': 49.3061}"
Armani Mania,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.415.jpg,for women,4.07,3515,"citrus , woody , powdery , floral , soft spicy , vanilla , fresh spicy , musky , sweet , amber ",strong,"['Pink Pepper', 'Bay Leaf', 'Orange', 'Green Mandarin', 'Black Currant']","['Magnolia', 'Peony', 'iris', 'Lily-of-the-Valley']","['Vanilla', 'White Sandalwood', 'Amber', 'Musk', 'Virginia Cedar']","{'very weak': 28, 'weak': 53, 'moderate': 184, 'long lasting': 318, 'eternal': 160}",,"{'female': 27, 'more female': 5, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 3, 'overpriced': 3, 'ok': 9, 'good value': 6, 'great value': 2}",,,,,,,,spring,"{'citrus': 100.0, 'woody': 99.3708, 'powdery': 94.9408, 'floral': 91.9613, 'soft spicy': 79.3998, 'vanilla': 77.0672, 'fresh spicy': 76.1622, 'musky': 71.484, 'sweet': 67.3251, 'amber': 58.2266}"
Fantasy Intense,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.65394.jpg,for women,4.75,4,"sweet , patchouli , woody , fruity , white floral , chocolate , tropical , earthy , powdery , warm spicy ",strong,"['Kiwi', 'Litchi', 'Pear']","['White Chocolate', 'Cupcake', 'Jasmine', 'Orchid']","['Patchouli', 'Musk', 'Orris', 'Woodsy Notes']","{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 4, 'eternal': 0}",,"{'female': 4, 'more female': 1, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 0, 'ok': 0, 'good value': 4, 'great value': 1}",,,,,,,,winter,"{'sweet': 100.0, 'patchouli': 58.5068, 'woody': 58.5068, 'fruity': 57.8733, 'white floral': 49.0045, 'chocolate': 46.4706, 'tropical': 45.5204, 'earthy': 45.2036, 'powdery': 44.8869, 'warm spicy': 44.2534}"
Love,Chloé,https://fimgs.net/mdimg/perfume/375x500.9370.jpg,for women,3.92,6349,"powdery , floral , iris , musky , green , sweet ",strong,"['Pink Pepper', 'African Orange flower']","['iris', 'Lilac', 'Hyacinth', 'Heliotrope', 'Wisteria']","['Powdery Notes', 'Rice', 'Musk']","{'very weak': 77, 'weak': 75, 'moderate': 307, 'long lasting': 648, 'eternal': 412}",,"{'female': 67, 'more female': 11, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 7, 'ok': 31, 'good value': 9, 'great value': 6}",,,,,,,,fall,"{'powdery': 100.0, 'floral': 75.568, 'iris': 57.2378, 'musky': 50.8918, 'green': 45.9398, 'sweet': 44.3016}"
Pardon,Nasomatto,https://fimgs.net/mdimg/perfume/375x500.12130.jpg,for men,4.34,1701,"warm spicy , oud , chocolate , woody , sweet , floral , cinnamon , vanilla , powdery , cacao ",strong,"['Magnolia', 'Flowers']","['Dark Chocolate', 'Tonka Bean', 'Cinnamon']","['Agarwood (Oud)', 'Sandalwood']","{'very weak': 67, 'weak': 57, 'moderate': 112, 'long lasting': 233, 'eternal': 360}",,"{'female': 0, 'more female': 0, 'unisex': 30, 'more male': 28, 'male': 57}","{'way overpriced': 20, 'overpriced': 37, 'ok': 49, 'good value': 9, 'great value': 2}",,,,,,,,fall,"{'warm spicy': 100.0, 'oud': 84.7421, 'chocolate': 74.6538, 'woody': 66.3753, 'sweet': 63.8308, 'floral': 60.0141, 'cinnamon': 57.2367, 'vanilla': 50.1318, 'powdery': 48.1876, 'cacao': 46.7452}"
Warm Black,Zara,https://fimgs.net/mdimg/perfume/375x500.62359.jpg,for men,4.3,301,"vanilla , warm spicy , sweet , amber ",moderate,['Ginger'],['Vanilla'],['Tonka Bean'],"{'very weak': 5, 'weak': 33, 'moderate': 103, 'long lasting': 67, 'eternal': 12}",,"{'female': 2, 'more female': 3, 'unisex': 38, 'more male': 54, 'male': 48}","{'way overpriced': 2, 'overpriced': 3, 'ok': 2, 'good value': 38, 'great value': 95}",,,,,,,,winter,"{'vanilla': 100.0, 'warm spicy': 57.6046, 'sweet': 53.1939, 'amber': 47.6806}"
Flowerbomb,Viktor&Rolf,https://fimgs.net/mdimg/perfume/375x500.1460.jpg,for women,3.94,11932,"floral , patchouli , white floral , woody , citrus , powdery , musky , warm spicy , sweet , rose ",strong,"['Tea', 'Bergamot', 'Osmanthus']","['Orchid', 'Jasmine', 'Rose', 'Freesia', 'African Orange flower']","['Patchouli', 'Musk']","{'very weak': 169, 'weak': 224, 'moderate': 694, 'long lasting': 1086, 'eternal': 462}",,"{'female': 261, 'more female': 20, 'unisex': 14, 'more male': 1, 'male': 0}","{'way overpriced': 46, 'overpriced': 85, 'ok': 106, 'good value': 26, 'great value': 7}",,,,,,,,fall,"{'floral': 100.0, 'patchouli': 74.006, 'white floral': 69.3377, 'woody': 58.1886, 'citrus': 57.1164, 'powdery': 53.9664, 'musky': 52.106, 'warm spicy': 52.003, 'sweet': 51.9641, 'rose': 51.4881}"
Euphoria,Calvin Klein,https://fimgs.net/mdimg/perfume/375x500.253.jpg,for women,3.85,15835,"woody , floral , powdery , sweet , fruity , amber , musky , violet , fresh spicy ",strong,"['Pomegranate', 'Raspberry', 'Passionfruit', 'Persimmon', 'Peach', 'Green Notes']","['Orchid', 'Lotus', 'Champaca']","['Mahogany', 'Amber', 'Musk', 'Violet', 'Patchouli', 'Vanilla']","{'very weak': 157, 'weak': 265, 'moderate': 990, 'long lasting': 1623, 'eternal': 764}",,"{'female': 189, 'more female': 49, 'unisex': 36, 'more male': 5, 'male': 2}","{'way overpriced': 9, 'overpriced': 26, 'ok': 102, 'good value': 83, 'great value': 19}",,,,,,,,winter,"{'woody': 100.0, 'floral': 76.958, 'powdery': 68.1983, 'sweet': 60.3205, 'fruity': 57.3504, 'amber': 55.1237, 'musky': 48.943, 'violet': 47.275, 'fresh spicy': 46.3337}"
Hypnôse,Lancome,https://fimgs.net/mdimg/perfume/375x500.170.jpg,for women,3.84,11730,"vanilla , floral , white floral , fruity , sweet , powdery , tropical , aromatic , woody , earthy ",strong,['Passion Flower'],"['Jasmine', 'Gardenia']","['Vanille', 'Vetiver']","{'very weak': 112, 'weak': 183, 'moderate': 684, 'long lasting': 1051, 'eternal': 447}",,"{'female': 136, 'more female': 24, 'unisex': 5, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 24, 'ok': 83, 'good value': 23, 'great value': 9}",,,,,,,,winter and summer,"{'vanilla': 100.0, 'floral': 88.352, 'white floral': 77.6812, 'fruity': 65.4783, 'sweet': 64.6957, 'powdery': 51.0, 'tropical': 47.7391, 'aromatic': 47.2898, 'woody': 47.2898, 'earthy': 44.8199}"
Lovely,Sarah Jessica Parker,https://fimgs.net/mdimg/perfume/375x500.993.jpg,for women,3.86,5831,"woody , musky , lavender , powdery , aromatic , citrus , fresh spicy , patchouli , floral , warm spicy ",moderate,"['Lavender', 'Martini', 'Bergamot', 'Mandarin Orange', 'Palisander Rosewood']","['Patchouli', 'Orchid', 'Narcissus']","['Musk', 'Woodsy Notes', 'Cedar', 'White Amber']","{'very weak': 117, 'weak': 193, 'moderate': 739, 'long lasting': 312, 'eternal': 126}",,"{'female': 118, 'more female': 30, 'unisex': 18, 'more male': 1, 'male': 0}","{'way overpriced': 2, 'overpriced': 5, 'ok': 19, 'good value': 44, 'great value': 79}",,,,,,,,spring,"{'woody': 100.0, 'musky': 98.9352, 'lavender': 81.8415, 'powdery': 78.5608, 'aromatic': 77.8703, 'citrus': 74.5957, 'fresh spicy': 72.7742, 'patchouli': 61.9055, 'floral': 54.7398, 'warm spicy': 53.751}"
Chance Eau de Parfum,Chanel,https://fimgs.net/mdimg/perfume/375x500.31351.jpg,for women,4.09,3386,"musky , patchouli , powdery , white floral , soft spicy , woody , vanilla , earthy , warm spicy , iris ",strong,['Pink Pepper'],"['Jasmine', 'iris']","['Patchouli', 'Musk', 'Vanilla']","{'very weak': 52, 'weak': 63, 'moderate': 222, 'long lasting': 391, 'eternal': 289}",,"{'female': 71, 'more female': 34, 'unisex': 18, 'more male': 0, 'male': 0}","{'way overpriced': 9, 'overpriced': 32, 'ok': 66, 'good value': 7, 'great value': 4}",,,,,,,,fall,"{'musky': 100.0, 'patchouli': 91.2611, 'powdery': 85.8132, 'white floral': 85.0349, 'soft spicy': 73.6722, 'woody': 72.716, 'vanilla': 68.2465, 'earthy': 66.4231, 'warm spicy': 60.6305, 'iris': 59.7967}"
Versace Pour Homme,Versace,https://fimgs.net/mdimg/perfume/375x500.2318.jpg,for men,4.29,8242,"citrus , aromatic , fresh spicy , floral , rose , green ",moderate,"['Lemon', 'Neroli', 'Bergamot', 'Rose de Mai']","['Hyacinth', 'Cedar', 'Clary Sage', 'Geranium']","['Tonka Bean', 'Musk', 'Amber']","{'very weak': 208, 'weak': 373, 'moderate': 1907, 'long lasting': 1009, 'eternal': 242}",,"{'female': 3, 'more female': 0, 'unisex': 40, 'more male': 149, 'male': 233}","{'way overpriced': 3, 'overpriced': 28, 'ok': 147, 'good value': 149, 'great value': 68}",,,,,,,,summer,"{'citrus': 100.0, 'aromatic': 69.834, 'fresh spicy': 61.2935, 'floral': 49.9107, 'rose': 45.6682, 'green': 45.1621}"
1 Million,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.3747.jpg,for men,3.7,11537,"warm spicy , cinnamon , citrus , amber , woody , leather , rose , animalic , green , patchouli ",enormous,"['Blood Mandarin', 'Grapefruit', 'Mint']","['Cinnamon', 'Rose', 'Spicy Notes']","['Amber', 'Leather', 'Woody Notes', 'Indian Patchouli']","{'very weak': 110, 'weak': 134, 'moderate': 551, 'long lasting': 1495, 'eternal': 1659}",,"{'female': 7, 'more female': 4, 'unisex': 79, 'more male': 148, 'male': 155}","{'way overpriced': 11, 'overpriced': 50, 'ok': 185, 'good value': 74, 'great value': 15}",,,,,,,,winter,"{'warm spicy': 100.0, 'cinnamon': 84.2521, 'citrus': 78.1806, 'amber': 60.7936, 'woody': 60.7131, 'leather': 60.4357, 'rose': 56.1644, 'animalic': 51.3766, 'green': 47.8366, 'patchouli': 47.7561}"
The One for Men,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.2056.jpg,for men,4.27,8750,"warm spicy , amber , tobacco , aromatic , citrus , sweet , woody , fresh spicy , white floral , soft spicy ",moderate,"['Grapefruit', 'Coriander', 'Basil']","['Ginger', 'Cardamom', 'Orange Blossom']","['Amber', 'Tobacco', 'Cedar']","{'very weak': 307, 'weak': 591, 'moderate': 1755, 'long lasting': 588, 'eternal': 154}",,"{'female': 2, 'more female': 1, 'unisex': 23, 'more male': 68, 'male': 150}","{'way overpriced': 6, 'overpriced': 49, 'ok': 114, 'good value': 37, 'great value': 10}",,,,,,,,fall,"{'warm spicy': 100.0, 'amber': 95.4969, 'tobacco': 87.7247, 'aromatic': 81.8038, 'citrus': 80.2416, 'sweet': 66.822, 'woody': 54.2538, 'fresh spicy': 53.8398, 'white floral': 53.043, 'soft spicy': 48.6414}"
Allure Homme Edition Blanche,Chanel,https://fimgs.net/mdimg/perfume/375x500.2653.jpg,for men,4.41,4833,"citrus , aromatic , vanilla , woody , powdery , soft spicy , sweet , musky ",moderate,[],"['Sicilian Lemon', 'Madagascar Vanilla', 'Pink Pepper', 'Calabrian bergamot', 'Sandalwood', 'Tonka Bean', 'Tahitian Vetiver', 'Musk', 'Amber', 'Cedar']",[],"{'very weak': 117, 'weak': 169, 'moderate': 770, 'long lasting': 562, 'eternal': 137}",,"{'female': 0, 'more female': 1, 'unisex': 34, 'more male': 49, 'male': 25}","{'way overpriced': 8, 'overpriced': 48, 'ok': 34, 'good value': 4, 'great value': 1}",,,,,,,,summer,"{'citrus': 100.0, 'aromatic': 63.4985, 'vanilla': 62.5145, 'woody': 57.3837, 'powdery': 51.8014, 'soft spicy': 46.6631, 'sweet': 45.1033, 'musky': 44.4718}"
Amouage Lyric Woman,Amouage,https://fimgs.net/mdimg/perfume/375x500.4623.jpg,for women,4.14,2807,"warm spicy , woody , rose , amber , aromatic , powdery , balsamic , smoky , musky , cinnamon ",moderate,"['Cardamom', 'Cinnamon', 'Ginger', 'Bergamot']","['Rose', 'Geranium', 'Ylang-Ylang', 'Angelica', 'Orris Root', 'Jasmine']","['Incense', 'Sandalwood', 'Musk', 'Woodsy Notes', 'Tonka Bean', 'Patchouli', 'Oakmoss', 'Vanilla', 'Vetiver']","{'very weak': 58, 'weak': 52, 'moderate': 147, 'long lasting': 294, 'eternal': 184}",,"{'female': 38, 'more female': 27, 'unisex': 28, 'more male': 1, 'male': 0}","{'way overpriced': 12, 'overpriced': 20, 'ok': 25, 'good value': 5, 'great value': 3}",,,,,,,,fall,"{'warm spicy': 100.0, 'woody': 82.0305, 'rose': 69.0229, 'amber': 62.6013, 'aromatic': 60.2619, 'powdery': 58.3519, 'balsamic': 51.0325, 'smoky': 49.273, 'musky': 49.2396, 'cinnamon': 47.3993}"
Aqva Pour Homme Marine,Bvlgari,https://fimgs.net/mdimg/perfume/375x500.1742.jpg,for men,4.06,2783,"aquatic , citrus , marine , aromatic , fresh , fresh spicy , woody ",moderate,"['Grapefruit', 'Neroli', 'Mandarin Orange', 'Petitgrain']","['Water Notes', 'Seaweed', 'Rosemary']","['Virginia Cedar', 'Amber']","{'very weak': 62, 'weak': 111, 'moderate': 544, 'long lasting': 246, 'eternal': 82}",,"{'female': 0, 'more female': 2, 'unisex': 22, 'more male': 40, 'male': 37}","{'way overpriced': 1, 'overpriced': 7, 'ok': 44, 'good value': 25, 'great value': 7}",,,,,,,,summer,"{'aquatic': 100.0, 'citrus': 75.3109, 'marine': 66.2329, 'aromatic': 65.8662, 'fresh': 56.7782, 'fresh spicy': 49.7259, 'woody': 47.6506}"
Sensuous,Estée Lauder,https://fimgs.net/mdimg/perfume/375x500.2938.jpg,for women,3.94,5060,"woody , honey , amber , warm spicy , fresh spicy , powdery , white floral , floral , sweet ",moderate,"['Lily', 'Jasmine', 'Magnolia']","['Woodsy Notes', 'Amber', 'Ylang-Ylang']","['Sandalwood', 'white honey', 'Pepper', 'Mandarin Orange']","{'very weak': 73, 'weak': 99, 'moderate': 368, 'long lasting': 385, 'eternal': 156}",,"{'female': 42, 'more female': 15, 'unisex': 5, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 1, 'ok': 21, 'good value': 25, 'great value': 2}",,,,,,,,fall,"{'woody': 100.0, 'honey': 60.7572, 'amber': 53.2345, 'warm spicy': 53.041, 'fresh spicy': 52.7831, 'powdery': 52.4328, 'white floral': 52.0308, 'floral': 51.7149, 'sweet': 50.6037}"
Les Exclusifs de Chanel Sycomore,Chanel,https://fimgs.net/mdimg/perfume/375x500.4688.jpg,for women and men,4.37,2679,"woody , aromatic , earthy , fresh spicy , tobacco ",moderate,[],"['Vetiver', 'Tobacco', 'Cypress', 'Juniper', 'Sandalwood', 'Aldehydes', 'Pink Pepper', 'Spicy Notes', 'Violet']",[],"{'very weak': 63, 'weak': 58, 'moderate': 232, 'long lasting': 252, 'eternal': 94}",,"{'female': 5, 'more female': 2, 'unisex': 31, 'more male': 16, 'male': 2}","{'way overpriced': 7, 'overpriced': 11, 'ok': 22, 'good value': 2, 'great value': 2}",,,,,,,,fall,"{'woody': 100.0, 'aromatic': 90.0473, 'earthy': 55.0177, 'fresh spicy': 50.7603, 'tobacco': 48.0774}"
Mukhallat,Montale,https://fimgs.net/mdimg/perfume/375x500.3241.jpg,for women and men,3.56,2109,"fruity , sweet , vanilla , almond , balsamic , amber , nutty , powdery , musky ",enormous,[],"['Big Strawberry', 'Vanilla', 'Almond', 'Peru Balsam', 'Musk']",[],"{'very weak': 34, 'weak': 41, 'moderate': 92, 'long lasting': 199, 'eternal': 270}",,"{'female': 48, 'more female': 10, 'unisex': 12, 'more male': 0, 'male': 0}","{'way overpriced': 5, 'overpriced': 18, 'ok': 26, 'good value': 7, 'great value': 5}",,,,,,,,fall,"{'fruity': 100.0, 'sweet': 89.4934, 'vanilla': 72.1846, 'almond': 68.8625, 'balsamic': 67.7024, 'amber': 55.0998, 'nutty': 53.3175, 'powdery': 52.9379, 'musky': 50.565}"
Laguna,Salvador Dali,https://fimgs.net/mdimg/perfume/375x500.768.jpg,for women,3.75,4967,"sweet , fruity , citrus , vanilla , woody , powdery , coconut , aromatic , tropical , balsamic ",moderate,"['Pineapple', 'Moroccan Lemon', 'Grapefruit', 'Peach', 'Galbanum Leaf', 'Plum', 'Mandarin Orange', 'Raspberry']","['Italian Iris', 'Brazilian Rosewood', 'Jasmine', 'Lily-of-the-Valley', 'Egyptian Rose']","['Coconut', 'Vanilla', 'Madagascar Sandalwood', 'Tonka Bean', 'Patchouli', 'Musk', 'Amber', 'Cedar']","{'very weak': 76, 'weak': 161, 'moderate': 550, 'long lasting': 240, 'eternal': 94}",,"{'female': 39, 'more female': 21, 'unisex': 31, 'more male': 1, 'male': 0}","{'way overpriced': 2, 'overpriced': 1, 'ok': 15, 'good value': 29, 'great value': 38}",,,,,,,,summer,"{'sweet': 100.0, 'fruity': 86.3593, 'citrus': 85.5506, 'vanilla': 81.6802, 'woody': 77.1609, 'powdery': 68.7595, 'coconut': 62.6476, 'aromatic': 55.7189, 'tropical': 55.6904, 'balsamic': 52.0906}"
Bare Vanilla,Victoria's Secret,https://fimgs.net/mdimg/perfume/375x500.56836.jpg,for women,4.42,198,"vanilla , powdery , woody , musky , sweet ",moderate,[],"['Vanilla', 'Cashmeran']",[],"{'very weak': 12, 'weak': 21, 'moderate': 46, 'long lasting': 14, 'eternal': 13}",,"{'female': 42, 'more female': 4, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 4, 'ok': 3, 'good value': 21, 'great value': 15}",,,,,,,,fall,"{'vanilla': 100.0, 'powdery': 70.6709, 'woody': 56.2279, 'musky': 52.9494, 'sweet': 44.0}"
La Nuit de l'Homme,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.5521.jpg,for men,4.44,12256,"aromatic , warm spicy , lavender , fresh spicy , woody , citrus ",moderate,['Cardamom'],"['Lavender', 'Virginia Cedar', 'Bergamot']","['Vetiver', 'Caraway']","{'very weak': 355, 'weak': 516, 'moderate': 2023, 'long lasting': 1844, 'eternal': 306}",,"{'female': 7, 'more female': 4, 'unisex': 63, 'more male': 249, 'male': 310}","{'way overpriced': 45, 'overpriced': 112, 'ok': 304, 'good value': 101, 'great value': 14}",,,,,,,,fall,"{'aromatic': 100.0, 'warm spicy': 86.2226, 'lavender': 68.603, 'fresh spicy': 63.5614, 'woody': 63.419200000000004, 'citrus': 49.2615}"
Terre d'Hermes Parfum,Hermès,https://fimgs.net/mdimg/perfume/375x500.8282.jpg,for men,4.4,3901,"citrus , woody , mossy , amber , earthy , fresh spicy ",moderate,"['Orange', 'Grapefruit']",['Flint'],"['Woodsy Notes', 'oak moss', 'Benzoin']","{'very weak': 78, 'weak': 103, 'moderate': 413, 'long lasting': 847, 'eternal': 327}",,"{'female': 0, 'more female': 1, 'unisex': 19, 'more male': 47, 'male': 142}","{'way overpriced': 1, 'overpriced': 42, 'ok': 103, 'good value': 29, 'great value': 6}",,,,,,,,fall,"{'citrus': 100.0, 'woody': 76.4627, 'mossy': 56.1605, 'amber': 50.6851, 'earthy': 48.3124, 'fresh spicy': 46.8022}"
Versense,Versace,https://fimgs.net/mdimg/perfume/375x500.5752.jpg,for women,3.99,7582,"citrus , woody , fresh spicy , aromatic , white floral , powdery ",moderate,"['Bergamot', 'Citruses', 'Green Mandarin', 'Fig', 'Pear']","['Cardamom', 'Lily', 'Jasmine', 'Narcissus']","['Virginia Cedar', 'Olive Tree', 'Musk', 'Sandalwood']","{'very weak': 169, 'weak': 269, 'moderate': 862, 'long lasting': 411, 'eternal': 169}",,"{'female': 55, 'more female': 33, 'unisex': 42, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 18, 'ok': 52, 'good value': 27, 'great value': 6}",,,,,,,,summer,"{'citrus': 100.0, 'woody': 66.0306, 'fresh spicy': 49.9942, 'aromatic': 49.1232, 'white floral': 45.8112, 'powdery': 44.6099}"
Opium Eau de Parfum 2009,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.7399.jpg,for women,3.95,5279,"amber , warm spicy , balsamic , floral , sweet , citrus , aromatic , white floral ",strong,"['Mandarin Orange', 'Bergamot', 'Lily-of-the-Valley']","['Myrhh', 'Jasmine']","['Opoponax', 'Amber', 'Patchouli', 'Vanille']","{'very weak': 51, 'weak': 38, 'moderate': 174, 'long lasting': 437, 'eternal': 691}",,"{'female': 43, 'more female': 26, 'unisex': 71, 'more male': 1, 'male': 4}","{'way overpriced': 5, 'overpriced': 17, 'ok': 79, 'good value': 16, 'great value': 6}",,,,,,,,winter,"{'amber': 100.0, 'warm spicy': 69.1816, 'balsamic': 61.8524, 'floral': 55.2226, 'sweet': 55.1808, 'citrus': 48.6305, 'aromatic': 47.4829, 'white floral': 46.9849}"
Aventus,Creed,https://fimgs.net/mdimg/perfume/375x500.9828.jpg,for men,4.42,10486,"fruity , sweet , leather , woody , smoky , tropical , fresh , musky , citrus ",moderate,"['Pineapple', 'Black Currant', 'Bergamot', 'Apple']","['Birch', 'Patchouli', 'Moroccan Jasmine', 'Rose']","['Musk', 'oak moss', 'Ambergris', 'Vanille']","{'very weak': 305, 'weak': 366, 'moderate': 1209, 'long lasting': 2302, 'eternal': 917}",,"{'female': 13, 'more female': 3, 'unisex': 78, 'more male': 176, 'male': 604}","{'way overpriced': 575, 'overpriced': 163, 'ok': 111, 'good value': 27, 'great value': 50}",,,,,,,,spring,"{'fruity': 100.0, 'sweet': 69.786, 'leather': 64.7389, 'woody': 59.7261, 'smoky': 57.7912, 'tropical': 52.1315, 'fresh': 51.1291, 'musky': 49.7608, 'citrus': 47.3311}"
Bleu de Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.9099.jpg,for men,4.13,11459,"citrus , warm spicy , woody , aromatic , amber , fresh spicy , smoky , balsamic , green , fresh ",moderate,"['Grapefruit', 'Lemon', 'Mint', 'Pink Pepper']","['Ginger', 'Nutmeg', 'Jasmine', 'Iso E Super']","['Incense', 'Vetiver', 'Cedar', 'Sandalwood', 'Patchouli', 'Labdanum', 'White Musk']","{'very weak': 204, 'weak': 296, 'moderate': 1459, 'long lasting': 1988, 'eternal': 459}",,"{'female': 3, 'more female': 3, 'unisex': 36, 'more male': 90, 'male': 346}","{'way overpriced': 86, 'overpriced': 139, 'ok': 173, 'good value': 42, 'great value': 13}",,,,,,,,spring,"{'citrus': 100.0, 'warm spicy': 77.223, 'woody': 76.6654, 'aromatic': 69.7175, 'amber': 66.7609, 'fresh spicy': 60.7999, 'smoky': 54.5111, 'balsamic': 51.1042, 'green': 49.4909, 'fresh': 44.9343}"
Chance Eau Tendre,Chanel,https://fimgs.net/mdimg/perfume/375x500.8069.jpg,for women,4.11,12386,"floral , fruity , citrus , sweet , fresh spicy , powdery , white floral , musky , green , iris ",moderate,"['Quince', 'Grapefruit']","['Hyacinth', 'Jasmine']","['Musk', 'iris', 'Virginia Cedar', 'Amber']","{'very weak': 272, 'weak': 507, 'moderate': 1393, 'long lasting': 801, 'eternal': 380}",,"{'female': 254, 'more female': 26, 'unisex': 12, 'more male': 2, 'male': 1}","{'way overpriced': 28, 'overpriced': 97, 'ok': 117, 'good value': 22, 'great value': 4}",,,,,,,,spring,"{'floral': 100.0, 'fruity': 84.5, 'citrus': 79.9621, 'sweet': 73.9627, 'fresh spicy': 70.087, 'powdery': 67.3822, 'white floral': 62.6654, 'musky': 60.877, 'green': 59.2814, 'iris': 57.5239}"
Acqua di Gioia,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.8442.jpg,for women,3.84,10680,"aromatic , citrus , green , sweet , fresh , floral , white floral , fresh spicy , woody , vanilla ",moderate,"['Amalfi Lemon', 'Mint']","['Jasmine', 'Peony', 'Pink Pepper']","['Virginia Cedar', 'French labdanum', 'Brown sugar']","{'very weak': 153, 'weak': 285, 'moderate': 1077, 'long lasting': 659, 'eternal': 249}",,"{'female': 94, 'more female': 48, 'unisex': 23, 'more male': 0, 'male': 0}","{'way overpriced': 2, 'overpriced': 29, 'ok': 85, 'good value': 16, 'great value': 4}",,,,,,,,summer,"{'aromatic': 100.0, 'citrus': 99.1426, 'green': 97.0689, 'sweet': 92.953, 'fresh': 71.7132, 'floral': 67.424, 'white floral': 64.2425, 'fresh spicy': 63.5345, 'woody': 56.8073, 'vanilla': 52.2956}"
Gucci Guilty,Gucci,https://fimgs.net/mdimg/perfume/375x500.9677.jpg,for women,3.9,7668,"floral , soft spicy , fruity , sweet , patchouli , fresh , citrus , amber , fresh spicy , warm spicy ",moderate,"['Pink Pepper', 'Mandarin Orange', 'Bergamot']","['Lilac', 'Peach', 'Geranium', 'Jasmine', 'Black Currant']","['Patchouli', 'Amber', 'White Musk', 'Vanilla']","{'very weak': 167, 'weak': 269, 'moderate': 810, 'long lasting': 332, 'eternal': 135}",,"{'female': 107, 'more female': 21, 'unisex': 6, 'more male': 2, 'male': 0}","{'way overpriced': 6, 'overpriced': 18, 'ok': 68, 'good value': 22, 'great value': 6}",,,,,,,,fall,"{'floral': 100.0, 'soft spicy': 88.9186, 'fruity': 75.5306, 'sweet': 70.8513, 'patchouli': 66.9794, 'fresh': 64.031, 'citrus': 61.7203, 'amber': 61.7203, 'fresh spicy': 60.7927, 'warm spicy': 55.5295}"
